book	seqaccuracy	genre	autocorrelation
00023939.txt	0.6169491525423729	fiction	0.2890651777801037
00021742.txt	0.6468085106382978	fiction	0.3812810937946608
00023600.txt	0.6792452830188679	fiction	0.3067783610702992
00020933.txt	0.5266666666666666	fiction	0.24431399997217984
00011801.txt	0.6041666666666666	fiction	0.19744551267489985
00025784.txt	0.61875	fiction	0.2879993777025124
00022400.txt	0.6770833333333333	fiction	0.26046981117019186
00020688.txt	0.625	fiction	0.2150696015115334
00025284.txt	0.725	fiction	0.31228764098832856
00010839.txt	0.5612903225806452	fiction	0.17485928553414912
00021051.txt	0.5272727272727272	fiction	0.1894973122606342
00020347.txt	0.5444444444444445	fiction	0.12242515504622883
00021220.txt	0.723529411764706	fiction	0.2718153789748742
00022401.txt	0.6745098039215687	fiction	0.18008319359006164
00023800.txt	0.5742857142857143	fiction	0.22410119162896808
00025856.txt	0.5555555555555556	fiction	0.2332213428028288
00023914.txt	0.6608695652173913	fiction	0.20281715915754683
00022129.txt	0.6756756756756758	fiction	0.17322010090782988
00022633.txt	0.6590909090909091	fiction	0.16026390788921807
00024590.txt	0.5345454545454544	fiction	0.23181187704112338
00024963.txt	0.6589285714285713	fiction	0.25195243284903757
00023605.txt	0.6964912280701755	fiction	0.3086229841819578
00024369.txt	0.6054794520547945	fiction	0.330006195331924
00020820.txt	0.562	fiction	0.14584842783587876
00022107.txt	0.6048192771084338	fiction	0.18714202306100985
00025621.txt	0.7375	fiction	0.17397684593157803
00021849.txt	0.75	fiction	0.1471389992602896
00021894.txt	0.6714285714285714	fiction	0.14660970054478525
00020907.txt	0.5346153846153846	fiction	0.31787335022959085
00024295.txt	0.612820512820513	fiction	0.17671157290917833
00011904.txt	0.6619047619047619	fiction	0.17885797148947905
00023485.txt	0.5373493975903615	fiction	0.2150112419381553
00024596.txt	0.7692307692307692	fiction	0.13930689236522864
00021197.txt	0.5448275862068966	fiction	0.25116673347757434
00024203.txt	0.6216216216216217	fiction	0.19402348385199972
00025039.txt	0.47049180327868856	fiction	0.2158291909394
00022632.txt	0.6666666666666666	fiction	0.3075413245544798
00026209.txt	0.659016393442623	fiction	0.22476624112241864
00022193.txt	0.6900000000000001	fiction	0.10419709747838513
00024872.txt	0.6914285714285715	fiction	0.21644229009842061
00024129.txt	0.5862745098039216	fiction	0.30030055915310155
00021109.txt	0.6307692307692307	fiction	0.21868344978636856
00023547.txt	0.6947368421052632	fiction	0.19414212399242542
00022263.txt	0.6961538461538461	fiction	0.17062236008000606
00020565.txt	0.6188679245283019	fiction	0.1865397523393212
00022439.txt	0.6871794871794872	fiction	0.16983846490566593
00022301.txt	0.5846153846153846	fiction	0.24738057110616268
00026138.txt	0.5743589743589743	fiction	0.17349505596524514
00021843.txt	0.7488372093023256	fiction	0.1964501167187834
00021936.txt	0.5333333333333333	fiction	0.3482002270333868
00024807.txt	0.5917647058823529	fiction	0.31884237441659247
00024063.txt	0.676595744680851	fiction	0.155898470072821
00020680.txt	0.6058823529411765	fiction	0.18369939235694546
00023096.txt	0.671875	fiction	0.2829028792673069
00025104.txt	0.664	fiction	0.20612752319691677
00021763.txt	0.6607843137254902	fiction	0.23689001593103948
00021009.txt	0.5703703703703703	fiction	0.31687998313691607
00025895.txt	0.6799999999999999	fiction	0.22915825017981412
00025727.txt	0.75	fiction	0.25680490757280094
00022550.txt	0.8	fiction	0.27694120623346197
00020592.txt	0.628125	fiction	0.19006561331701052
00025365.txt	0.6647058823529413	fiction	0.1303845761258898
00021865.txt	0.7428571428571428	fiction	0.06057528674869626
00024682.txt	0.6580645161290322	fiction	0.1515687698674914
00025916.txt	0.6035087719298246	fiction	0.19885466593444215
00023849.txt	0.6962025316455696	fiction	0.25452418958384954
00022190.txt	0.63125	fiction	0.2737828135501989
00022573.txt	0.5811320754716981	fiction	0.21073611031799291
00020704.txt	0.649056603773585	fiction	0.12291086002084334
00010265.txt	0.7	fiction	0.2702268783444557
00022646.txt	0.6585365853658536	fiction	0.09390487133923481
00023816.txt	0.7333333333333334	fiction	0.206088550814772
00021636.txt	0.6111111111111112	fiction	0.26867984520439303
00021622.txt	0.545	fiction	0.31773269564789464
00023191.txt	0.6533333333333333	fiction	0.10954924044977235
00025125.txt	0.7146067415730337	fiction	0.24006079967021687
00025830.txt	0.7409090909090909	fiction	0.16596252997193733
00021810.txt	0.6641025641025642	fiction	0.2461225448368698
00011762.txt	0.7864406779661017	fiction	0.15208782197864487
00021863.txt	0.5927272727272725	fiction	0.2350174477173117
00024269.txt	0.531578947368421	fiction	0.13198294455880588
00020819.txt	0.6399999999999999	fiction	0.13676577979142085
00020248.txt	0.6771428571428572	fiction	0.1189620365579045
00022777.txt	0.6139534883720931	fiction	0.1853464249078031
00025594.txt	0.6581818181818182	fiction	0.3024125061927912
00010374.txt	0.6333333333333333	fiction	0.25139688316624004
00021947.txt	0.6148148148148149	fiction	0.2130801072867463
00025603.txt	0.5418181818181818	fiction	0.2692259094932603
00025926.txt	0.7148148148148147	fiction	0.23301522061156302
00025883.txt	0.586046511627907	fiction	0.2532559197543077
00023797.txt	0.4636363636363637	fiction	0.2215469723568823
00021101.txt	0.5566666666666666	fiction	0.2997536737580437
00021761.txt	0.6742857142857143	fiction	0.2664123278713991
00020653.txt	0.52	fiction	0.17691125142983155
00021671.txt	0.5568627450980392	fiction	0.21272056634758163
00022665.txt	0.7028571428571428	fiction	0.1870245407076594
00023649.txt	0.635897435897436	fiction	0.2624312350265129
00020720.txt	0.6230769230769231	fiction	0.2604019733457687
00021261.txt	0.6285714285714286	fiction	0.2374352198718578
00021701.txt	0.7153846153846155	fiction	0.2609803737183962
00022857.txt	0.6882352941176471	fiction	0.2513475582253407
00010877.txt	0.5692307692307692	fiction	0.10729002550359353
00010775.txt	0.5866666666666667	fiction	0.14840349268276812
00021448.txt	0.6327272727272727	fiction	0.26242655024596817
00020966.txt	0.625	fiction	0.17020613718492844
00026100.txt	0.6897959183673469	fiction	0.2673146697110547
00011469.txt	0.46111111111111114	fiction	0.18437677205241526
00024257.txt	0.6218181818181818	fiction	0.20754536361256082
00025835.txt	0.6830188679245283	fiction	0.2207050843635347
GoldOLRbio	0.5684210526315789	bio	0.19750151330232468
535	0.429411764705882	bio	0.035842610853590806
PsalGMPbio	0.55	bio	0.38222211442607545
39915	0.58974358974359	bio	0.2727313161402429
HaylWLMbio	0.534246575342466	bio	0.17799824528322264
45317	0.46	bio	0.4229234833194305
15697	0.34864864864864903	bio	0.2575840872408063
BondWHLbio	0.6157894736842111	bio	0.2993328874909474
10986	0.6190476190476191	bio	0.14094003184134235
22345	0.604301075268817	bio	0.4132935382791331
37112	0.363636363636364	bio	0.3762196788600745
6081	0.548905109489051	bio	0.3164790504977893
WartTLSbio	0.534653465346535	bio	0.4719067108208189
37407	0.5898305084745761	bio	0.2548847290865193
2512	0.4358974358974361	bio	0.36214219120096863
35183	0.596363636363636	bio	0.2338544833640241
3913	0.5358778625954199	bio	0.20818733173650572
6312	0.4	bio	0.20705930430978225
6702	0.508571428571429	bio	0.2958162400216828
CumbRAEbio	0.388	bio	0.12649990758300164
EquiOINbio	0.521951219512195	bio	0.3645912350121856
37955	0.607920792079208	bio	0.3164876129222889
28433	0.478125	bio	0.2069876642409889
20203	0.7246376811594201	bio	0.29545740488127403
OldyWLDbio	0.3541666666666671	bio	0.5176564335316295
11030	0.553086419753086	bio	0.2211913385016858
57132	0.739473684210526	bio	0.2006634161110029
14061	0.404123711340206	bio	0.2348267773401485
HawkJLSbio	0.5988235294117651	bio	0.2404187267208228
27759	0.581818181818182	bio	0.34438443039022665
RereJMHbio	0.44	bio	0.215701130623005
53311	0.4568421052631579	bio	0.44671651115006494
